                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.5914,                 1.3733,                 1.9837,                0.59756,                0.53692,                0.56103,                0.25351,                 1.9499,                 1.7906,                 2.3235,             0.00042925,             0.00042925,             0.00042925
                    153,                 1.5833,                 1.4175,                   1.95,                0.67541,                0.49518,                0.56436,                0.26881,                 1.9161,                  1.712,                  2.267,               0.000421,               0.000421,               0.000421
                    154,                 1.6622,                 1.4788,                 2.0282,                0.65545,                 0.5092,                0.53808,                0.26641,                 1.9153,                 1.7251,                 2.2361,             0.00041275,             0.00041275,             0.00041275
                    155,                 1.6081,                 1.3717,                 1.9539,                0.61145,                0.52741,                0.51796,                0.25937,                 1.8937,                 1.7526,                 2.2338,              0.0004045,              0.0004045,              0.0004045
                    156,                 1.5446,                 1.3626,                  1.902,                0.63762,                0.51011,                0.52143,                0.25385,                 1.9259,                 1.7465,                 2.2782,             0.00039625,             0.00039625,             0.00039625
                    157,                 1.5278,                 1.3189,                 1.8934,                0.62359,                0.52619,                 0.5225,                0.25326,                 1.9421,                 1.7609,                  2.288,             0.00038799,             0.00038799,             0.00038799
                    158,                  1.527,                 1.3668,                 1.8496,                0.62397,                0.51834,                0.50839,                0.24592,                  1.975,                 1.8364,                 2.2951,             0.00037974,             0.00037974,             0.00037974
                    159,                  1.562,                 1.3855,                 1.9371,                0.63286,                0.50526,                0.51924,                0.24177,                 2.0105,                  1.831,                 2.3319,             0.00037149,             0.00037149,             0.00037149
                    160,                 1.5409,                 1.3842,                 1.9369,                0.65693,                0.52465,                0.53184,                0.24008,                 2.0064,                 1.7715,                 2.3513,             0.00036324,             0.00036324,             0.00036324
                    161,                 1.6088,                 1.3983,                 1.9614,                0.57726,                0.57194,                 0.5259,                0.24205,                 1.9734,                  1.775,                 2.3281,             0.00035499,             0.00035499,             0.00035499
                    162,                  1.618,                 1.4381,                  1.979,                0.57745,                0.54624,                0.52948,                0.24398,                 1.9361,                 1.7829,                 2.2981,             0.00034674,             0.00034674,             0.00034674
                    163,                 1.5946,                 1.3658,                 1.9358,                0.57362,                0.57128,                0.53832,                0.26102,                 1.9335,                 1.7346,                 2.2784,             0.00033848,             0.00033848,             0.00033848
                    164,                 1.6064,                 1.3685,                   1.93,                0.61691,                0.51541,                0.52446,                0.26592,                 1.9403,                 1.8248,                 2.2592,             0.00033023,             0.00033023,             0.00033023
                    165,                 1.5198,                 1.3091,                 1.9017,                0.68486,                0.45776,                 0.5099,                0.25692,                 1.9486,                 1.8896,                 2.2724,             0.00032198,             0.00032198,             0.00032198
                    166,                 1.5713,                 1.3256,                 1.9048,                0.63678,                0.50786,                0.52991,                0.25914,                 1.9431,                 1.8004,                 2.2862,             0.00031373,             0.00031373,             0.00031373
                    167,                  1.537,                 1.3642,                 1.8719,                0.58145,                0.54014,                0.54129,                 0.2656,                 1.9346,                 1.7192,                 2.2864,             0.00030548,             0.00030548,             0.00030548
                    168,                  1.555,                 1.3377,                 1.9159,                0.54486,                0.58119,                0.55997,                0.26345,                 1.9431,                 1.7372,                 2.2788,             0.00029723,             0.00029723,             0.00029723
                    169,                 1.6803,                 1.3778,                 1.9638,                0.56487,                0.61944,                0.57441,                0.27231,                 1.9524,                 1.7283,                 2.2718,             0.00028897,             0.00028897,             0.00028897
                    170,                 1.5384,                 1.3211,                 1.8784,                0.69143,                0.49695,                0.56991,                0.28013,                 1.9412,                 1.7085,                 2.2557,             0.00028072,             0.00028072,             0.00028072
                    171,                 1.5365,                 1.3043,                 1.9195,                0.64664,                0.48422,                0.53896,                0.27063,                 1.9047,                  1.748,                 2.2462,             0.00027247,             0.00027247,             0.00027247
                    172,                  1.524,                 1.3046,                 1.9186,                0.61025,                0.50305,                0.52288,                0.26674,                 1.9058,                 1.8106,                  2.252,             0.00026422,             0.00026422,             0.00026422
                    173,                 1.5502,                 1.3324,                 1.9367,                0.61699,                0.51224,                0.51729,                0.27033,                 1.9126,                 1.8478,                 2.2627,             0.00025597,             0.00025597,             0.00025597
                    174,                 1.5574,                 1.3217,                 1.8914,                0.61735,                0.51531,                0.53948,                0.27973,                 1.9185,                 1.7815,                 2.2559,             0.00024772,             0.00024772,             0.00024772
                    175,                 1.5219,                 1.3085,                 1.8545,                0.62933,                0.56114,                0.57006,                0.27762,                 1.9199,                 1.6795,                 2.2549,             0.00023946,             0.00023946,             0.00023946
                    176,                 1.5158,                 1.2638,                 1.8648,                0.59608,                0.57408,                0.57462,                0.28501,                 1.9081,                 1.6386,                 2.2492,             0.00023121,             0.00023121,             0.00023121
                    177,                 1.4976,                 1.2517,                 1.8496,                 0.6557,                0.52863,                0.55855,                0.27884,                  1.912,                 1.6265,                 2.2544,             0.00022296,             0.00022296,             0.00022296
                    178,                 1.4973,                 1.3092,                 1.8566,                0.62213,                0.55911,                0.54424,                0.26766,                 1.9295,                 1.6582,                 2.2736,             0.00021471,             0.00021471,             0.00021471
                    179,                 1.4962,                 1.3473,                 1.8685,                0.63316,                 0.5571,                0.54311,                0.26842,                 1.9307,                  1.658,                 2.2748,             0.00020646,             0.00020646,             0.00020646
                    180,                 1.4463,                 1.2397,                 1.8606,                0.62866,                0.55781,                0.55904,                0.27591,                 1.9384,                 1.6708,                 2.2774,             0.00019821,             0.00019821,             0.00019821
                    181,                 1.5157,                 1.2593,                 1.8802,                0.58802,                0.54846,                0.55679,                 0.2742,                 1.9479,                  1.695,                  2.283,             0.00018995,             0.00018995,             0.00018995
                    182,                 1.4761,                 1.2559,                  1.847,                0.58817,                0.55304,                0.54685,                0.27048,                 1.9454,                 1.7374,                  2.285,              0.0001817,              0.0001817,              0.0001817
                    183,                 1.4774,                 1.2825,                 1.8806,                0.55171,                  0.557,                0.53878,                0.26781,                 1.9292,                 1.7209,                 2.2699,             0.00017345,             0.00017345,             0.00017345
                    184,                 1.4915,                 1.3857,                 1.8781,                0.58184,                0.55258,                0.53849,                0.27101,                 1.9126,                  1.681,                 2.2409,              0.0001652,              0.0001652,              0.0001652
                    185,                 1.5627,                 1.3417,                 1.9321,                0.59895,                0.56775,                0.54911,                0.27572,                 1.9041,                 1.6641,                 2.2324,             0.00015695,             0.00015695,             0.00015695
                    186,                 1.5024,                 1.2338,                 1.8426,                0.62561,                0.58345,                0.57024,                0.28446,                 1.9104,                 1.6296,                 2.2314,              0.0001487,              0.0001487,              0.0001487
                    187,                 1.4609,                 1.2688,                 1.8581,                0.63937,                0.56969,                0.58513,                0.29554,                    1.9,                 1.6025,                 2.2233,             0.00014044,             0.00014044,             0.00014044
                    188,                 1.5057,                 1.2919,                  1.901,                 0.5983,                0.59547,                0.58377,                0.29388,                 1.8889,                 1.6015,                 2.2151,             0.00013219,             0.00013219,             0.00013219
                    189,                 1.5436,                 1.3501,                 1.9282,                0.60641,                0.61988,                0.58037,                0.29424,                 1.8926,                 1.6155,                  2.215,             0.00012394,             0.00012394,             0.00012394
                    190,                  1.523,                 1.2412,                 1.8732,                0.64323,                0.55676,                0.58732,                0.29237,                  1.899,                 1.6409,                  2.223,             0.00011569,             0.00011569,             0.00011569
                    191,                 1.3819,                 1.1796,                 1.7985,                0.65952,                0.53179,                0.57312,                0.28685,                  1.908,                 1.6797,                 2.2266,             0.00010744,             0.00010744,             0.00010744
                    192,                 1.4103,                 1.2475,                 1.8123,                0.61045,                0.54381,                0.56007,                0.27637,                 1.9128,                 1.7406,                 2.2312,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    193,                 1.4499,                 1.2806,                 1.9009,                0.58964,                0.56561,                0.54562,                0.27097,                 1.9158,                 1.7681,                 2.2332,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    194,                 1.4037,                 1.1841,                  1.796,                0.60055,                0.56853,                0.53913,                0.26533,                 1.9032,                 1.7688,                 2.2263,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    195,                 1.3936,                 1.1997,                 1.8055,                0.59767,                0.56474,                0.54177,                0.26956,                 1.8954,                 1.7349,                 2.2302,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    196,                 1.4148,                 1.2243,                 1.7899,                 0.6343,                0.54136,                 0.5493,                0.27719,                 1.8949,                 1.6957,                 2.2351,              6.618e-05,              6.618e-05,              6.618e-05
                    197,                 1.4007,                 1.1403,                 1.8388,                0.64159,                0.56435,                0.55809,                0.28374,                 1.8962,                 1.6725,                 2.2413,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    198,                 1.3803,                 1.1463,                 1.7957,                0.63068,                0.58456,                0.56824,                0.28636,                 1.9007,                 1.6372,                 2.2513,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    199,                 1.3423,                 1.1687,                  1.765,                0.66561,                0.57222,                0.57237,                0.28825,                 1.8941,                  1.613,                 2.2509,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    200,                 1.3342,                 1.1048,                  1.771,                0.61289,                0.59799,                0.58191,                0.28761,                 1.8989,                 1.6023,                 2.2589,             3.3173e-05,             3.3173e-05,             3.3173e-05
